Name,karma_score,karma_score_ff,karma_score_aligned
Screening_14139,28.2838077545166,27.830720901489258,26.49822998046875
Screening_14715,13.74911880493164,13.875429153442383,13.810524940490723
Screening_16187,32.08761978149414,26.002216339111328,28.245716094970703
Screening_16161,38.40835189819336,29.720624923706055,31.29305648803711
Screening_7312,27.537572860717773,25.803434371948242,26.944536209106445
Screening_18574,31.81330680847168,34.91743087768555,24.832149505615234
Screening_19325,26.14433479309082,23.310192108154297,24.442033767700195
Screening_949,20.085447311401367,16.782657623291016,17.96199607849121
Screening_8083,20.040821075439453,19.884384155273438,18.711824417114258
Screening_22124,22.86656379699707,19.279006958007812,18.367509841918945
Screening_13150,28.349346160888672,24.249326705932617,23.552797317504883
Screening_20591,24.130613327026367,18.949684143066406,18.720020294189453
Screening_6829,37.10971450805664,35.52737045288086,25.726011276245117
Screening_6706,27.979087829589844,27.979087829589844,24.857511520385742
Screening_1524,21.166948318481445,22.227994918823242,18.178865432739258
Screening_3814,35.926963806152344,30.532400131225586,30.170934677124023
Screening_21974,29.153900146484375,25.498071670532227,25.8172664642334
Screening_17864,27.31205177307129,27.31205177307129,26.889827728271484
Screening_7687,37.96786880493164,35.2977180480957,25.13242530822754
Screening_12394,11.119165420532227,12.258241653442383,12.86307144165039
Screening_5006,30.428251266479492,28.151737213134766,29.58349609375
Screening_905,21.54535484313965,21.585561752319336,24.949750900268555
Screening_13809,38.88716506958008,38.88716506958008,27.807300567626953
Screening_16073,32.467811584472656,25.96019172668457,26.626081466674805
Screening_10426,34.85356521606445,33.89664840698242,31.86689567565918
Screening_11750,23.15959930419922,24.94474983215332,22.375385284423828
Screening_18946,48.4478759765625,44.12519073486328,31.366960525512695
Screening_11821,29.4204044342041,25.464664459228516,21.290782928466797
Screening_22180,40.338043212890625,33.418033599853516,31.639663696289062
Screening_8382,19.221269607543945,20.281644821166992,17.229690551757812
Screening_7256,37.125709533691406,36.37803649902344,21.334014892578125
Screening_11195,31.86188316345215,34.14680099487305,30.267452239990234
Screening_2,47.97395706176758,33.94558334350586,32.051876068115234
Screening_1752,26.437549591064453,24.76896095275879,28.225040435791016
Screening_4849,7.344409465789795,6.276154518127441,9.13647747039795
Screening_15897,32.68315887451172,27.96953773498535,25.896522521972656
Screening_12448,31.645618438720703,25.781484603881836,24.94156265258789
Screening_19240,29.167808532714844,29.167808532714844,24.548625946044922
Screening_15699,32.83175277709961,30.403013229370117,28.396799087524414
Screening_21151,30.766569137573242,28.67863655090332,27.26958656311035
Screening_14557,29.150758743286133,28.19325828552246,29.110502243041992
Screening_10362,30.265426635742188,28.31348419189453,23.229293823242188
Screening_7482,28.84870147705078,24.84555435180664,24.200090408325195
Screening_20911,24.505922317504883,23.951358795166016,23.314350128173828
Screening_2580,25.677227020263672,24.654325485229492,22.244705200195312
Screening_953,30.55569839477539,29.31045913696289,25.671422958374023
Screening_8163,26.88589859008789,25.312685012817383,26.599271774291992
Screening_9502,38.200199127197266,37.26182556152344,26.76886558532715
Screening_13572,21.675243377685547,19.1138916015625,18.72675323486328
Screening_17723,28.523252487182617,28.43152618408203,24.35576057434082
Screening_1071,32.74472427368164,28.645614624023438,26.127220153808594
Screening_3133,32.6508674621582,30.266300201416016,24.84786605834961
Screening_6282,13.154994010925293,12.903380393981934,12.868147850036621
Screening_20803,28.511442184448242,26.179428100585938,25.45692253112793
Screening_15179,20.023530960083008,19.306913375854492,18.851871490478516
Screening_17584,12.953518867492676,10.83742618560791,10.946971893310547
Screening_11751,26.650644302368164,25.441743850708008,27.761537551879883
Screening_17837,7.840446472167969,7.851420879364014,7.284379959106445
Screening_7809,20.995948791503906,21.20537567138672,20.427038192749023
Screening_22119,15.509466171264648,14.963180541992188,14.60694408416748
Screening_8691,17.916366577148438,19.571556091308594,19.111146926879883
Screening_15825,26.42380142211914,23.409238815307617,23.960979461669922
Screening_5175,30.11423110961914,25.96698570251465,24.989063262939453
Screening_22797,35.02242660522461,33.253780364990234,25.749597549438477
Screening_17527,6.4456915855407715,7.134187698364258,7.877466201782227
Screening_21706,24.221107482910156,23.35674285888672,21.708824157714844
Screening_11666,21.18596076965332,21.30738639831543,19.677978515625
Screening_2668,32.544898986816406,30.123090744018555,31.367389678955078
Screening_16558,26.698747634887695,26.31926918029785,22.420738220214844
Screening_1174,23.889005661010742,24.84782600402832,22.57822608947754
Screening_21471,23.59499740600586,20.855239868164062,23.749921798706055
Screening_11457,40.62070083618164,40.978824615478516,27.302448272705078
Screening_6131,33.5154914855957,28.949264526367188,29.097484588623047
Screening_10681,25.68387222290039,25.10511016845703,18.100208282470703
Screening_6061,32.01875686645508,30.83496856689453,26.28350257873535
Screening_21150,29.824752807617188,28.46180534362793,24.475515365600586
Screening_16209,14.039788246154785,13.827786445617676,14.117803573608398
Screening_7295,14.601106643676758,13.17462158203125,14.3455810546875
Screening_1284,29.306610107421875,26.182525634765625,25.98385238647461
Screening_5101,26.682567596435547,27.41175651550293,27.05398941040039
Screening_14801,35.37945556640625,35.30986404418945,27.971660614013672
Screening_8440,35.00373458862305,30.469165802001953,26.723491668701172
Screening_2899,42.36151123046875,32.81344223022461,29.263694763183594
Screening_15388,27.016925811767578,23.915081024169922,25.990535736083984
Screening_15590,9.313020706176758,10.49924373626709,9.925214767456055
Screening_18385,16.347850799560547,16.318452835083008,15.281837463378906
Screening_18527,31.103038787841797,31.098873138427734,19.632648468017578
Screening_12612,23.725019454956055,22.82469940185547,20.89874839782715
Screening_5559,22.7528076171875,21.19820213317871,22.225698471069336
Screening_14379,32.12386703491211,27.01287841796875,29.512929916381836
Screening_21582,29.97331428527832,30.075164794921875,26.297183990478516
Screening_19366,27.96666717529297,26.99432945251465,26.201770782470703
Screening_2157,28.846607208251953,27.144763946533203,25.853878021240234
Screening_4098,27.6796875,24.09545135498047,26.074363708496094
Screening_12179,41.211734771728516,40.2975959777832,35.8366813659668
Screening_17,33.9599494934082,28.387622833251953,28.32237434387207
Screening_8246,31.3055477142334,29.06564712524414,26.518163681030273
Screening_3428,20.199966430664062,19.457706451416016,17.02344512939453
Screening_12986,19.28703498840332,18.308713912963867,20.841449737548828
Screening_7269,36.57603073120117,22.20151138305664,25.89899444580078
Screening_15569,14.725875854492188,14.901517868041992,15.41820240020752
Screening_1438,30.50972557067871,28.969247817993164,27.740318298339844
Screening_13721,31.04607391357422,28.383010864257812,27.838546752929688
Screening_5601,36.51845932006836,34.918617248535156,30.027616500854492
Screening_19383,32.603153228759766,22.653776168823242,21.736738204956055
Screening_15333,23.281723022460938,22.43804168701172,19.593875885009766
Screening_6368,23.33291244506836,22.976642608642578,20.263469696044922
Screening_10135,31.96830177307129,27.783159255981445,28.90097999572754
Screening_1503,18.911291122436523,16.17545509338379,14.357735633850098
Screening_15904,23.290515899658203,21.992351531982422,24.391237258911133
Screening_21890,28.95255470275879,28.704883575439453,23.91338539123535
Screening_22022,34.48497009277344,33.874168395996094,41.31914138793945
Screening_21109,27.4254150390625,22.193775177001953,21.968521118164062
Screening_3959,25.761390686035156,21.30528450012207,23.014995574951172
Screening_2577,23.710708618164062,21.323503494262695,20.928247451782227
Screening_21349,33.25892639160156,30.184566497802734,30.778650283813477
Screening_16557,23.578880310058594,22.298736572265625,23.580162048339844
Screening_14278,31.110496520996094,25.825498580932617,23.480175018310547
Screening_16543,33.34513473510742,27.70102882385254,27.534563064575195
Screening_3128,32.805503845214844,33.128379821777344,30.085691452026367
Screening_20849,21.40298843383789,19.466121673583984,20.331558227539062
Screening_10381,29.114925384521484,27.359718322753906,32.9767951965332
Screening_5928,30.540346145629883,26.218320846557617,27.132030487060547
Screening_2163,34.5506477355957,28.729463577270508,29.514541625976562
Screening_14712,30.59000015258789,28.096296310424805,27.817169189453125
Screening_5598,18.312801361083984,16.901386260986328,19.905614852905273
Screening_18128,8.141570091247559,10.007017135620117,10.330709457397461
Screening_19893,30.664350509643555,30.465974807739258,28.966049194335938
Screening_19476,32.397743225097656,28.031885147094727,27.18805694580078
Screening_12470,17.541648864746094,17.742761611938477,18.03725814819336
Screening_16203,22.45256996154785,20.074708938598633,18.87149429321289
Screening_11480,18.212554931640625,18.53472900390625,17.157323837280273
Screening_7264,32.81551742553711,33.88740158081055,27.824838638305664
Screening_731,20.52005386352539,19.90079689025879,18.396896362304688
Screening_16859,11.329435348510742,9.434773445129395,10.679764747619629
Screening_14539,3.1021728515625,4.053783416748047,3.9400148391723633
Screening_8124,25.82883071899414,25.611305236816406,23.35137176513672
Screening_16340,38.32012176513672,32.989341735839844,31.349367141723633
Screening_18009,12.72614860534668,12.610834121704102,12.862006187438965
Screening_11258,34.05773162841797,30.079439163208008,23.86626434326172
Screening_14630,31.06085777282715,32.89734649658203,28.48308563232422
Screening_3725,15.977227210998535,13.861671447753906,12.267996788024902
Screening_22749,33.00175476074219,29.76290512084961,22.072891235351562
Screening_227,31.4965763092041,28.99331283569336,29.03388214111328
Screening_14662,27.834997177124023,25.197586059570312,26.29913902282715
Screening_8015,41.14836120605469,34.58787536621094,31.035329818725586
Screening_7065,25.080078125,21.860939025878906,21.85618782043457
Screening_197,27.056001663208008,25.419279098510742,25.438488006591797
Screening_10590,24.161884307861328,21.042926788330078,20.306657791137695
Screening_679,33.203025817871094,31.055530548095703,26.58759880065918
Screening_5265,31.49021339416504,29.440235137939453,31.100378036499023
Screening_1094,26.19410514831543,22.910953521728516,24.478273391723633
Screening_17436,23.235448837280273,21.1746768951416,22.890369415283203
Screening_15716,24.62963104248047,23.71502113342285,23.356054306030273
Screening_4117,20.82634925842285,18.54172134399414,17.617006301879883
Screening_13338,17.64188575744629,16.335037231445312,17.986621856689453
Screening_2736,22.695255279541016,22.104591369628906,21.653593063354492
Screening_10640,28.209150314331055,28.767822265625,27.9941463470459
Screening_3632,32.48281478881836,24.52557373046875,23.276981353759766
Screening_7191,27.860349655151367,26.386672973632812,26.719200134277344
Screening_10609,27.30414581298828,25.836347579956055,25.83965492248535
Screening_18882,31.8676700592041,31.8676700592041,23.02898597717285
Screening_22437,42.15565490722656,43.990230560302734,32.047332763671875
Screening_17213,36.15821075439453,34.95082473754883,21.442312240600586
Screening_6063,32.21134948730469,24.453432083129883,25.9268798828125
Screening_16675,38.55975341796875,29.437124252319336,24.707107543945312
Screening_17932,23.20595932006836,21.6435489654541,21.735563278198242
Screening_2900,26.670001983642578,25.89810562133789,22.904380798339844
Screening_11390,34.423919677734375,29.231090545654297,27.522506713867188
Screening_20844,27.14348793029785,28.240949630737305,28.15842056274414
Screening_3573,21.898469924926758,25.326292037963867,30.126100540161133
Screening_16689,36.436466217041016,32.14965057373047,23.66766929626465
Screening_11705,33.78364944458008,30.5792293548584,30.78303337097168
Screening_5356,24.45487403869629,23.348522186279297,22.014101028442383
Screening_16878,30.06401252746582,28.909542083740234,23.909074783325195
Screening_2292,33.20063781738281,32.6422233581543,27.66337013244629
Screening_14310,19.820615768432617,18.68897247314453,18.803604125976562
Screening_20662,29.537649154663086,29.518159866333008,25.499000549316406
Screening_15155,36.87504196166992,29.385377883911133,24.630773544311523
Screening_8413,35.69097900390625,31.587923049926758,31.488277435302734
Screening_22215,27.000402450561523,25.076135635375977,20.99090576171875
Screening_9203,19.37496566772461,19.311084747314453,18.1672420501709
Screening_14437,35.77650833129883,25.608600616455078,15.441266059875488
Screening_19931,36.695152282714844,33.481719970703125,32.35917282104492
Screening_4234,23.803264617919922,24.013734817504883,22.87091636657715
Screening_1189,11.796722412109375,12.21903133392334,12.09515380859375
Screening_15016,30.943222045898438,28.72329330444336,25.407873153686523
Screening_17131,32.80160140991211,29.431093215942383,22.292760848999023
Screening_2140,26.578041076660156,27.62599754333496,24.529218673706055
Screening_4302,30.734251022338867,27.038787841796875,26.04804229736328
Screening_4186,31.10926055908203,28.992860794067383,28.292461395263672
Screening_18729,16.592811584472656,16.28064727783203,16.400583267211914
Screening_22772,29.124183654785156,27.647390365600586,21.2723445892334
Screening_11730,35.47624588012695,28.2257137298584,24.496999740600586
Screening_17830,10.947352409362793,10.18120288848877,10.275375366210938
Screening_15270,23.464231491088867,24.081445693969727,19.499540328979492
Screening_11882,23.176179885864258,21.22580909729004,21.801584243774414
Screening_11434,29.00419044494629,25.839582443237305,19.6154842376709
