Name,karma_score,karma_score_ff,karma_score_aligned
Screening_1810,20.375484466552734,18.69495391845703,18.371789932250977
Screening_22145,36.70475387573242,32.76941680908203,30.319995880126953
Screening_11145,15.00202751159668,15.540122032165527,17.091611862182617
Screening_20560,27.326406478881836,24.06707000732422,23.464750289916992
Screening_11242,31.74968147277832,30.41010856628418,28.310819625854492
Screening_22054,33.643272399902344,36.2927131652832,34.83814239501953
Screening_14536,11.834839820861816,11.30245590209961,12.13598346710205
Screening_4470,26.81573486328125,23.098665237426758,21.64362907409668
Screening_14702,36.32071304321289,31.581750869750977,25.758079528808594
Screening_15376,37.04220962524414,33.87397003173828,30.814708709716797
Screening_14555,31.665979385375977,31.665979385375977,27.110090255737305
Screening_11052,34.33258056640625,29.69114112854004,24.54483985900879
Screening_15007,25.810461044311523,26.158639907836914,26.396841049194336
Screening_12615,15.37873363494873,15.924065589904785,15.881890296936035
Screening_9298,22.483245849609375,18.60555076599121,22.288002014160156
Screening_19069,26.808326721191406,25.589509963989258,24.38496208190918
Screening_15002,28.523468017578125,27.030269622802734,27.336423873901367
Screening_17890,19.968727111816406,19.405256271362305,16.289560317993164
Screening_8360,11.389772415161133,11.389772415161133,12.20067310333252
Screening_22382,38.64554214477539,33.259063720703125,20.642993927001953
Screening_9026,21.766674041748047,20.283287048339844,20.36802101135254
Screening_3628,7.08236837387085,7.073317050933838,7.067808628082275
Screening_9654,29.6136474609375,26.808921813964844,26.07759666442871
Screening_9664,28.814544677734375,25.141172409057617,24.43967056274414
Screening_7869,25.199344635009766,24.340147018432617,22.364831924438477
Screening_16419,25.70660972595215,22.496837615966797,21.646209716796875
Screening_19443,46.17523193359375,46.17523193359375,12.473617553710938
Screening_3476,29.46648597717285,27.61634063720703,25.1667537689209
Screening_5874,32.49512481689453,26.733701705932617,31.5242919921875
Screening_4032,27.508893966674805,26.052644729614258,25.22393798828125
Screening_20232,30.605472564697266,28.981464385986328,24.496383666992188
Screening_14276,21.815792083740234,18.163049697875977,19.61367416381836
Screening_2007,41.2007942199707,32.84210968017578,21.685501098632812
Screening_8845,21.081932067871094,20.32923126220703,19.793405532836914
Screening_5948,38.137699127197266,33.07106399536133,28.410728454589844
Screening_11841,29.692184448242188,29.80588150024414,24.179840087890625
Screening_20986,33.47345733642578,25.820188522338867,25.349733352661133
Screening_7614,23.024805068969727,21.330806732177734,22.69301414489746
Screening_18556,21.577909469604492,17.899829864501953,19.420564651489258
Screening_16359,26.32209587097168,25.43858528137207,21.815176010131836
Screening_3445,25.164501190185547,24.428016662597656,22.95191192626953
Screening_1824,30.65705108642578,28.05531120300293,29.131561279296875
Screening_22782,32.51251220703125,27.608213424682617,26.98896598815918
Screening_6924,27.4834041595459,23.89352798461914,21.047204971313477
Screening_10941,30.637996673583984,28.663061141967773,25.2463321685791
Screening_6786,36.598819732666016,34.1555290222168,25.031421661376953
Screening_4322,16.827974319458008,16.66680335998535,17.52747917175293
Screening_18093,11.848795890808105,10.949922561645508,11.42369556427002
Screening_3279,33.922760009765625,27.80458641052246,26.045108795166016
Screening_14895,31.338844299316406,31.338844299316406,26.920053482055664
Screening_9137,34.156986236572266,34.42128372192383,32.44520568847656
Screening_22522,30.99440574645996,31.800811767578125,32.88924026489258
Screening_77,32.76161575317383,25.902996063232422,25.812368392944336
Screening_6938,22.145273208618164,22.88044548034668,19.751924514770508
Screening_18326,13.521068572998047,15.384175300598145,11.54780387878418
Screening_6375,30.364046096801758,28.862537384033203,25.993629455566406
Screening_12534,25.048845291137695,23.03343963623047,25.490163803100586
Screening_10070,22.57298469543457,15.881461143493652,20.091571807861328
Screening_12048,21.551616668701172,20.354032516479492,20.36944580078125
Screening_13546,16.519214630126953,16.191665649414062,15.883576393127441
Screening_21751,33.79512023925781,30.548227310180664,26.506114959716797
Screening_20891,33.471275329589844,29.813596725463867,28.347518920898438
Screening_13317,41.85993576049805,30.815547943115234,29.46828269958496
Screening_17514,9.860323905944824,10.56139850616455,10.957722663879395
Screening_4468,22.508264541625977,22.582563400268555,21.176076889038086
Screening_8109,16.23589515686035,15.754852294921875,13.867365837097168
Screening_14013,9.725322723388672,9.58896541595459,8.43433952331543
Screening_13527,32.768672943115234,26.21580696105957,27.0118465423584
Screening_9719,19.109445571899414,21.763668060302734,17.88955307006836
Screening_1169,17.528377532958984,18.940954208374023,17.137096405029297
Screening_22120,34.88811111450195,32.31296157836914,24.251998901367188
Screening_9258,24.663022994995117,23.778369903564453,24.39780616760254
Screening_15815,38.29684829711914,36.24908447265625,31.145559310913086
Screening_4583,29.97198486328125,30.264780044555664,28.729766845703125
Screening_16482,33.336002349853516,32.30856704711914,28.086423873901367
Screening_3202,36.37122344970703,33.98837661743164,28.568601608276367
Screening_16366,29.620899200439453,26.515737533569336,20.86833381652832
Screening_14253,34.37550354003906,24.645864486694336,21.15671730041504
Screening_14313,16.26691246032715,14.663681030273438,14.732163429260254
Screening_16849,33.65753173828125,31.078025817871094,26.98841667175293
Screening_20416,25.84568977355957,25.15554428100586,25.698915481567383
Screening_113,27.392200469970703,24.26521110534668,22.026395797729492
Screening_17420,13.322325706481934,12.506099700927734,11.698691368103027
Screening_20480,31.05111312866211,26.889978408813477,27.569337844848633
Screening_2759,26.778648376464844,24.186382293701172,25.729692459106445
Screening_12502,38.77410125732422,36.15187454223633,31.28317642211914
Screening_17964,9.536027908325195,10.063031196594238,9.948040962219238
Screening_10687,25.127477645874023,20.943286895751953,20.346200942993164
Screening_11611,31.545440673828125,28.718839645385742,29.18403434753418
Screening_7105,24.844783782958984,25.021879196166992,23.24862289428711
Screening_6734,29.286821365356445,27.030118942260742,28.664737701416016
Screening_4337,33.37513732910156,31.60348129272461,29.305940628051758
Screening_20543,25.311878204345703,23.0022029876709,23.322599411010742
Screening_6364,26.202863693237305,26.40538787841797,29.4079647064209
Screening_11955,21.330656051635742,21.329679489135742,18.33884048461914
Screening_1207,25.88518524169922,25.23002052307129,23.862375259399414
Screening_3768,12.494776725769043,12.746515274047852,12.102022171020508
Screening_8769,27.402158737182617,25.846881866455078,24.301776885986328
Screening_12798,39.80229187011719,30.880916595458984,27.061967849731445
Screening_3312,22.14895248413086,22.36806297302246,21.08824348449707
Screening_5604,29.970081329345703,25.625455856323242,24.095930099487305
Screening_4107,17.592498779296875,18.149913787841797,15.538148880004883
Screening_11199,31.441879272460938,28.951940536499023,25.71583366394043
Screening_5790,29.768051147460938,27.23464012145996,29.27833366394043
Screening_21795,36.23685836791992,37.25356674194336,24.73335838317871
Screening_14283,22.932050704956055,23.077966690063477,20.879680633544922
Screening_17581,19.6009521484375,19.956687927246094,18.62979507446289
Screening_4527,29.68644142150879,29.397241592407227,26.27993392944336
Screening_12537,36.77955627441406,31.313640594482422,26.130048751831055
Screening_21824,19.294065475463867,20.295948028564453,18.646936416625977
Screening_12596,14.111818313598633,14.226099967956543,13.338029861450195
Screening_4367,17.849395751953125,17.878305435180664,17.086963653564453
Screening_3425,20.02775764465332,18.726276397705078,18.631784439086914
Screening_11558,21.20199203491211,21.259355545043945,19.171546936035156
Screening_8746,36.94779586791992,31.771743774414062,27.16364288330078
Screening_14805,10.220144271850586,9.349137306213379,9.043048858642578
Screening_11860,25.584915161132812,25.369348526000977,24.528600692749023
Screening_13364,7.598680019378662,9.759456634521484,10.273604393005371
Screening_3040,13.30751895904541,13.741653442382812,12.92773151397705
Screening_3762,24.26862335205078,23.68824005126953,20.248268127441406
Screening_4614,28.24484634399414,24.166278839111328,24.24762535095215
Screening_22151,22.057300567626953,21.338350296020508,20.56509017944336
Screening_8071,19.950599670410156,21.399995803833008,20.000232696533203
Screening_8263,34.56745529174805,32.04069519042969,29.39278793334961
Screening_16918,28.239797592163086,26.269773483276367,22.665699005126953
Screening_6592,30.780773162841797,29.58161735534668,31.528947830200195
Screening_12109,32.10008239746094,32.94160461425781,28.37950325012207
Screening_9305,28.51441192626953,28.5567684173584,22.846105575561523
Screening_20818,33.56601333618164,31.688711166381836,29.911630630493164
Screening_1003,19.337337493896484,20.66196632385254,18.036216735839844
Screening_16891,12.27697467803955,13.257943153381348,11.974862098693848
Screening_7126,24.67496109008789,21.6568603515625,22.45538902282715
Screening_21148,36.33802795410156,36.277130126953125,34.86233901977539
Screening_4281,34.54755401611328,30.722896575927734,19.587451934814453
Screening_21857,17.899553298950195,19.03977394104004,18.76520538330078
Screening_11597,31.828590393066406,30.00320053100586,24.046037673950195
Screening_11912,33.38588333129883,31.844148635864258,30.976436614990234
Screening_1709,24.298139572143555,23.325485229492188,28.768634796142578
Screening_5282,31.713382720947266,27.50908088684082,29.157669067382812
Screening_11167,26.358484268188477,25.386207580566406,26.6982421875
Screening_10511,28.39007568359375,24.356752395629883,22.157691955566406
Screening_20638,45.9947509765625,42.365745544433594,37.54186248779297
Screening_7157,34.31772994995117,34.25471115112305,27.384986877441406
Screening_11143,32.627532958984375,31.56658172607422,29.80350685119629
Screening_8309,26.047744750976562,24.37637710571289,22.59204864501953
Screening_8170,35.93167495727539,33.56985855102539,28.472206115722656
Screening_16905,16.632287979125977,15.157535552978516,15.71747875213623
Screening_8590,42.799156188964844,42.799156188964844,39.210044860839844
Screening_4723,16.442663192749023,15.313024520874023,16.70859718322754
Screening_8328,20.667890548706055,21.80803680419922,16.921302795410156
Screening_11177,31.463062286376953,28.29012107849121,29.216297149658203
Screening_13371,29.5246639251709,29.5246639251709,22.43472671508789
Screening_10140,26.22777557373047,23.278974533081055,21.840442657470703
Screening_4761,28.204030990600586,26.371505737304688,26.69850730895996
Screening_2062,28.185869216918945,25.6901912689209,23.937423706054688
Screening_3375,26.547945022583008,26.2071590423584,16.554309844970703
Screening_7853,31.02477264404297,26.471946716308594,28.128446578979492
Screening_5812,30.301889419555664,28.15860366821289,26.465669631958008
Screening_6206,8.484537124633789,8.869246482849121,7.273013591766357
Screening_7125,27.246788024902344,29.51372528076172,27.711551666259766
Screening_19265,14.709049224853516,14.357080459594727,13.379239082336426
Screening_11539,20.068035125732422,18.430316925048828,21.647289276123047
Screening_13604,25.14274787902832,24.887880325317383,25.06072425842285
Screening_1892,28.350114822387695,26.645784378051758,24.4918270111084
Screening_13629,32.391075134277344,32.59318542480469,27.161699295043945
Screening_14056,30.371044158935547,30.02877426147461,22.942737579345703
Screening_2075,29.32320785522461,28.488319396972656,26.462665557861328
Screening_13599,29.158082962036133,26.840496063232422,24.691781997680664
Screening_8389,29.5676326751709,28.194400787353516,27.238004684448242
Screening_8941,20.03792381286621,19.164865493774414,18.292505264282227
Screening_7657,21.912084579467773,19.214752197265625,20.129501342773438
Screening_16024,31.12604331970215,28.16057586669922,24.557357788085938
Screening_20483,28.57277488708496,26.42556381225586,25.677005767822266
Screening_125,29.858163833618164,26.660785675048828,27.294286727905273
Screening_3031,28.639074325561523,25.2752742767334,22.935348510742188
Screening_6398,26.80582046508789,24.121973037719727,23.558704376220703
Screening_16820,15.425475120544434,13.457828521728516,14.176594734191895
Screening_7039,41.99004364013672,27.272544860839844,29.237648010253906
Screening_12436,26.468276977539062,26.529502868652344,25.653121948242188
Screening_11013,26.997817993164062,27.72472381591797,25.455453872680664
Screening_3607,9.42367172241211,10.017714500427246,8.701681137084961
Screening_11305,35.45762634277344,33.77220153808594,32.2829475402832
Screening_3481,21.934045791625977,20.92987632751465,19.492292404174805
Screening_15562,23.899843215942383,19.82538414001465,20.09987449645996
Screening_17350,39.395416259765625,26.76470184326172,25.92123031616211
Screening_12955,26.716312408447266,25.23394775390625,22.698678970336914
Screening_13727,28.34309196472168,28.34309196472168,23.13125228881836
Screening_12867,21.947832107543945,22.368322372436523,19.070383071899414
Screening_2440,29.60554313659668,24.258541107177734,19.273086547851562
Screening_9729,32.3625373840332,31.004423141479492,27.93883514404297
Screening_17850,9.152939796447754,8.771441459655762,8.786087036132812
Screening_10374,38.89689636230469,35.724308013916016,30.526491165161133
Screening_8720,29.952388763427734,29.440563201904297,29.036012649536133
Screening_11461,32.290714263916016,29.911531448364258,30.141807556152344
Screening_15431,30.82830238342285,27.499217987060547,22.857065200805664
Screening_3302,36.699501037597656,33.80195999145508,27.29255485534668
Screening_8007,43.20389175415039,35.58446502685547,29.13728904724121
Screening_18050,16.446962356567383,15.495372772216797,15.632172584533691
Screening_18249,13.04482364654541,13.219117164611816,12.354631423950195
Screening_92,23.050344467163086,23.050344467163086,21.412078857421875
Screening_21725,29.59852409362793,27.060401916503906,27.9306583404541
Screening_12147,29.642803192138672,28.878799438476562,26.599016189575195
Screening_3331,27.512645721435547,26.579181671142578,30.956897735595703
Screening_8001,31.044713973999023,28.828203201293945,27.54701042175293
Screening_4016,25.33038330078125,22.23775291442871,22.111228942871094
Screening_17620,10.548962593078613,9.850481986999512,7.921796798706055
Screening_16170,26.11834716796875,24.88042640686035,23.200664520263672
Screening_9509,29.462635040283203,25.856721878051758,20.825607299804688
Screening_7092,37.12574005126953,33.60686111450195,33.45370864868164
Screening_648,35.13803482055664,31.579586029052734,28.536832809448242
Screening_14737,39.35856628417969,35.69954299926758,31.583433151245117
Screening_22308,27.496950149536133,27.28523063659668,19.895061492919922
Screening_8488,32.95750427246094,30.714038848876953,32.92386245727539
Screening_14298,14.408072471618652,13.708430290222168,13.966121673583984
Screening_1782,24.907751083374023,26.203216552734375,30.365236282348633
Screening_2612,41.8432502746582,38.601200103759766,31.741371154785156
Screening_15377,35.43488311767578,30.8631591796875,27.564760208129883
Screening_3570,18.705549240112305,18.179231643676758,18.93766212463379
Screening_6342,12.873786926269531,13.214459419250488,12.601933479309082
Screening_1923,25.924028396606445,27.197786331176758,20.741493225097656
Screening_3400,30.09146499633789,29.364093780517578,28.53620147705078
Screening_4490,21.66560173034668,21.47840118408203,21.01048469543457
Screening_16983,16.0467529296875,16.050552368164062,14.250321388244629
Screening_6060,28.03842544555664,27.772605895996094,24.193132400512695
Screening_16843,20.467803955078125,19.956209182739258,19.295791625976562
Screening_6356,24.544355392456055,22.61261749267578,20.362348556518555
Screening_15828,18.625200271606445,17.471986770629883,15.874813079833984
Screening_1673,36.99370574951172,28.537229537963867,24.981372833251953
Screening_308,23.500633239746094,20.35480499267578,22.63104248046875
Screening_21280,46.44879913330078,43.45211410522461,23.794353485107422
Screening_16276,31.2441349029541,29.088947296142578,26.95196533203125
Screening_8926,21.998493194580078,21.872337341308594,21.717329025268555
Screening_12191,23.783750534057617,23.783750534057617,23.632564544677734
Screening_4839,32.58136749267578,29.735191345214844,28.204769134521484
Screening_22319,32.6589241027832,26.961580276489258,23.520122528076172
Screening_7114,27.15841293334961,27.19758415222168,26.466203689575195
Screening_6926,25.39041519165039,25.007080078125,21.141794204711914
Screening_6198,27.072797775268555,27.072797775268555,17.64488983154297
Screening_12689,25.60772132873535,23.88214874267578,24.035316467285156
Screening_19562,7.17249870300293,6.579333782196045,7.493388652801514
Screening_6488,22.288707733154297,23.41082763671875,26.298213958740234
Screening_727,35.2359619140625,33.19179153442383,27.453306198120117
Screening_18532,18.777103424072266,17.65239143371582,16.089693069458008
Screening_11924,16.05792999267578,16.065488815307617,15.346537590026855
Screening_13659,29.105968475341797,31.0072078704834,28.534648895263672
Screening_1568,32.02306365966797,31.006174087524414,32.79180908203125
Screening_10047,35.37381362915039,30.826683044433594,24.864057540893555
Screening_14806,24.585033416748047,23.585948944091797,22.893699645996094
Screening_10775,18.306276321411133,17.56206703186035,17.9868221282959
Screening_10519,33.09383010864258,29.6754150390625,27.90692138671875
Screening_12500,26.97945213317871,25.46400260925293,21.474639892578125
Screening_16631,26.06296157836914,25.23683738708496,18.405054092407227
